사무명,질문
(연안체험활동)안전교육 신청,"4. 연안체험활동 안전교육 신청을 인터넷으로 하려면, 해양경찰청의 어떤 웹사이트를 통해 진행해야 하나요?"
(연안체험활동)안전교육 신청,"5. 연안체험활동 안전교육 신청 후 처리 기간이 0일로 되어 있는데, 이는 즉시 교육이 가능한 것인지 확인할 수 있을까요?"
모바일 주민등록증 발급(재발급),1. 모바일 주민등록증을 발급받으려면 가까운 읍면동 주민센터에 어떤 신청서를 제출해야 하나요?
모바일 주민등록증 발급(재발급),"2. 주민등록증을 분실했는데, 모바일 주민등록증 재발급을 받으려면 주민센터를 다시 방문해야 하는지 궁금합니다."
모바일 주민등록증 발급(재발급),"3. 모바일 주민등록증 발급을 위해 주민등록증을 제시해야 한다고 하는데, 이때 필요한 구비서류는 무엇인지 알고 싶습니다."
모바일 주민등록증 발급(재발급),"4. 모바일 주민등록증을 발급받기 위해 읍면동 주민센터에 방문할 때, 본인 확인을 위해 어떤 절차를 거쳐야 하는지 설명해 주실 수 있나요?"
모바일 주민등록증 발급(재발급),"5. 모바일 주민등록증 발급이 무료라고 하는데, 혹시 IC 주민등록증 재발급 시에는 수수료가 발생하는 이유는 무엇인가요?"
주민등록표 열람 또는 등.초본 발급제한 해제 신청,"1. 가정폭력 피해자로서 주민등록표 열람 또는 등·초본 발급 제한 해제를 신청하고 싶은데, 동의서 양식은 어디서 받을 수 있나요?"
주민등록표 열람 또는 등.초본 발급제한 해제 신청,"2. 제한신청자가 사망한 경우, 주민등록표 열람 또는 등·초본 교부 제한 해제를 위해 필요한 구비서류는 무엇인지 알고 싶습니다."
주민등록표 열람 또는 등.초본 발급제한 해제 신청,"3. 주민등록표 열람 또는 등·초본 발급 제한 해제를 신청하려고 하는데, 신청서를 제출할 때 신분증 외에 어떤 서류가 필요한가요?"
주민등록표 열람 또는 등.초본 발급제한 해제 신청,4. 주민등록지가 동일한 사람 전원이 동의할 경우 주민등록표 열람 또는 등·초본 발급 제한 해제가 얼마나 걸리는지 궁금합니다.
주민등록표 열람 또는 등.초본 발급제한 해제 신청,"5. 주민등록표 열람 또는 등·초본 발급 제한 해제 신청을 위해 읍·면·동 사무소에 방문해야 하는데, 구체적인 접수 절차는 어떻게 되나요?"
중부내륙연계발전사업 변경 승인 신청,1. 중부내륙연계발전사업의 변경 승인을 받으려면 어떤 형식으로 변경계획서를 작성해야 하나요?
중부내륙연계발전사업 변경 승인 신청,"2. 중부내륙연계발전사업 변경 승인 신청을 위해 사업변경승인신청서를 제출할 때, 변경되는 사항을 어떻게 구체적으로 포함해야 하는지 궁금합니다."
중부내륙연계발전사업 변경 승인 신청,"3. 중부내륙연계발전사업의 변경 승인 신청을 위해 방문 접수할 경우, 어떤 서류를 준비해야 하는지 알고 싶습니다."
중부내륙연계발전사업 변경 승인 신청,"4. 중부내륙연계발전사업 변경 승인 신청을 대리인이 대신할 수 있는지, 대리 신청 시 필요한 절차가 무엇인지 궁금합니다."
중부내륙연계발전사업 변경 승인 신청,"5. 중부내륙연계발전사업 변경 승인을 신청할 때 수수료가 없다고 들었는데, 혹시 다른 비용이 발생할 가능성은 없는지 확인하고 싶습니다."
중부내륙연계발전사업 승인 신청,"1. 중부내륙연계발전사업 승인을 신청하려고 하는데, 사업계획서에 어떤 내용을 반드시 포함해야 하는지 구체적으로 알고 싶습니다."
중부내륙연계발전사업 승인 신청,"2. 중부내륙연계발전사업 시행승인신청서를 제출할 때, 사업계획서 외에 추가로 제출해야 할 서류가 있는지 궁금합니다."
중부내륙연계발전사업 승인 신청,"3. 중부내륙연계발전사업 승인을 위해 사업시행승인신청서를 방문 접수할 경우, 어떤 부서에 제출해야 하는지 알고 싶습니다."
중부내륙연계발전사업 승인 신청,"4. 중부내륙연계발전사업 승인 신청을 위해 사업계획서를 작성할 때, 특별법 시행령의 어떤 조항을 참고해야 하는지 안내받고 싶습니다."
중부내륙연계발전사업 승인 신청,"5. 중부내륙연계발전사업 승인을 신청할 때, 대리인을 통해 신청할 수 있는지 여부와 필요한 절차에 대해 설명해 주실 수 있나요?"
"인감증명서 발급사실 통보 서비스(신규, 변경, 해지)","1. 인감증명서 발급사실 통보 서비스를 신청하고 싶은데, 본인이 아닌 대리인이 신청할 경우 어떤 절차를 따라야 하나요?"
"인감증명서 발급사실 통보 서비스(신규, 변경, 해지)","2. 인감증명서 발급사실 통보 서비스를 인터넷으로 신청하려고 하는데, 필요한 신청서 양식은 어디에서 다운로드 받을 수 있나요?"
"인감증명서 발급사실 통보 서비스(신규, 변경, 해지)","3. 인감증명서 발급사실 통보 서비스의 신청을 위해 방문할 때, 특별히 준비해야 할 서류는 없다고 하셨는데, 그럼 어떤 정보를 제공해야 하나요?"
"인감증명서 발급사실 통보 서비스(신규, 변경, 해지)","4. 인감증명서 발급사실 통보 서비스를 신청하면 통보는 우편이나 문자로 받을 수 있다고 했는데, 이 두 가지 방법 중에서 선택할 수 있는 건가요?"
"인감증명서 발급사실 통보 서비스(신규, 변경, 해지)","5. 인감증명서 발급사실 통보 서비스의 신청 수수료가 없다고 하셨는데, 이 서비스 이용에 따른 추가 비용이 발생할 가능성은 없나요?"
전자본인서명확인서 이용 승인(철회) 신청,"1. 전자본인서명확인서 이용 승인을 신청하려고 하는데, 읍면동에 방문할 때 어떤 신분증을 제시해야 하나요?"
전자본인서명확인서 이용 승인(철회) 신청,"2. 전자본인서명확인서 이용 철회를 원할 경우, 읍면동이나 출장소에 직접 방문해야 하는지 궁금합니다."
전자본인서명확인서 이용 승인(철회) 신청,"3. 전자본인서명확인서 발급시스템 이용 승인을 신청할 때, 대리인이 대신 신청할 수 있는지 여부를 알고 싶습니다."
전자본인서명확인서 이용 승인(철회) 신청,"4. 전자본인서명확인서 이용 승인 신청을 위해서는 별도의 구비서류가 필요 없는 것으로 알고 있는데, 신분증 외에 다른 서류가 필요한지 확인하고 싶습니다."
전자본인서명확인서 이용 승인(철회) 신청,5. 전자본인서명확인서 이용 승인 신청 후 처리 기간이 얼마나 걸리는지 궁금합니다.
민방위 경보단말장비 등록 신청,"1. 민방위 경보단말장비를 등록하려고 하는데, 신청서를 어디서 받을 수 있는지 궁금합니다."
민방위 경보단말장비 등록 신청,"2. 제가 민방위 경보단말장비 등록 신청을 하려면 직접 방문해야 하나요, 아니면 우편이나 FAX로도 가능할까요?"
민방위 경보단말장비 등록 신청,"3. 민방위 경보단말장비 등록 신청을 위해 대리인이 대신 신청할 수 있는지, 그리고 그 경우 어떤 절차가 필요한지 알고 싶습니다."
민방위 경보단말장비 등록 신청,"4. 민방위 경보단말장비 등록 신청 시 수수료가 없다고 들었는데, 혹시 다른 비용이 발생할 가능성이 있는지 궁금합니다."
민방위 경보단말장비 등록 신청,"5. 민방위 경보단말장비 등록 신청서를 제출할 때, 특별히 유의해야 할 사항이나 필요한 서류가 있는지 알고 싶습니다."
주민등록번호 변경 결정 외의 결정에 대한 이의신청,"1. 주민등록번호 변경 결정에 대한 이의신청을 하려고 하는데, 주장하는 내용을 입증할 자료로 어떤 것들이 필요한지 궁금합니다."
주민등록번호 변경 결정 외의 결정에 대한 이의신청,"2. 주민등록번호 변경 결정 외의 결정에 대해 이의신청을 하려면, 본인 신분증 외에 어떤 서류를 제출해야 하는지 알고 싶습니다."
주민등록번호 변경 결정 외의 결정에 대한 이의신청,"3. 대리인을 통해 주민등록번호 변경 결정 외의 결정에 대한 이의신청을 하려면, 대리인 선임 통지서 외에 어떤 서류가 필요한가요?"
주민등록번호 변경 결정 외의 결정에 대한 이의신청,"4. 주민등록번호 변경 결정에 대한 이의신청을 온라인으로 하려면, 어떤 절차를 따라야 하는지 궁금합니다."
주민등록번호 변경 결정 외의 결정에 대한 이의신청,"5. 주민등록번호 변경 결정 외의 결정에 이의가 있어 이의신청을 하려는데, 이의신청서를 어디서 받을 수 있는지 알고 싶습니다."
"주민등록번호 (변경, 이의) 신청 취하","1. 주민등록번호 변경신청을 취하하고 싶은데, 주민등록증 외에 어떤 신분증명서를 제출해야 하나요?"
"주민등록번호 (변경, 이의) 신청 취하","2. 주민등록번호 이의신청을 취하하려고 하는데, 대리인이 신청할 경우 어떤 대리권 증명 서류가 필요한가요?"
"주민등록번호 (변경, 이의) 신청 취하",3. 주민등록번호 변경신청 취하서를 제출하기 위해서는 어떤 구비서류가 필요한지 알고 싶습니다.
"주민등록번호 (변경, 이의) 신청 취하","4. 주민등록번호 변경신청 취하를 위해 행정안전부 심사지원과에 방문할 경우, 어떤 절차를 따라야 하나요?"
"주민등록번호 (변경, 이의) 신청 취하",5. 주민등록번호 변경신청 취하를 인터넷으로 진행하려면 어떤 방법으로 신청서를 제출해야 하는지 궁금합니다.
주민등록번호 변경신청,"1. 유출된 주민등록번호로 인해 생명에 위협을 느끼고 있는데, 주민등록번호 변경신청을 하려면 어떤 구비서류가 필요한가요?"
주민등록번호 변경신청,"2. 주민등록번호 변경신청을 위해 대리인을 통해 신청하고자 할 때, 대리인이 제출해야 할 서류는 무엇인지 궁금합니다."
주민등록번호 변경신청,"3. 주민등록번호가 유출되어 재산에 피해를 입을 우려가 있는 경우, 어떤 자료를 제출해야 주민등록번호 변경신청이 가능할까요?"
주민등록번호 변경신청,4. 주민등록번호 변경신청을 온라인으로 하려면 정부24에서 어떤 절차를 따라야 하는지 알고 싶습니다.
주민등록번호 변경신청,"5. 주민등록번호 변경신청을 위해 필요한 신분증명서의 종류는 무엇이며, 우편 접수 시 어떤 방식으로 제출해야 하는지 설명해 주실 수 있나요?"
기술자 경력 변경 신고,"1. 승강기 관련 업무에 종사하는 기술자인데, 최근에 근무처가 변경되었습니다. 기술자 경력 변경 신고를 하려면 어떤 서류를 제출해야 하나요?"
기술자 경력 변경 신고,"2. 승강기 기술자로서 자격이 변경되었는데, 이 경우에도 기술자 경력 변경 신고를 해야 하는지 궁금합니다."
기술자 경력 변경 신고,3. 승강기정책과에 기술자 경력 변경 신고를 하려면 인터넷을 통해 어떻게 접수해야 하는지 설명해 주실 수 있나요?
기술자 경력 변경 신고,4. 기술자 경력 변경 신고를 위해 필요한 변경된 내용을 확인할 수 있는 서류는 어떤 것들이 있는지 알고 싶습니다.
